ticker,fy_end,revenue,net_income,ebit,ocf,capex,fcf,assets,equity,total_debt,cash,dividends_paid,eps
A,2020-10-31,5339000000.0,719000000.0,846000000.0,921000000.0,119000000.0,802000000.0,9627000000.0,4873000000.0,2359000000.0,1441000000.0,222000000.0,2.3
A,2021-10-31,6319000000.0,1210000000.0,1347000000.0,1485000000.0,188000000.0,1297000000.0,10705000000.0,5389000000.0,2729000000.0,1484000000.0,236000000.0,3.9399999999999995
A,2022-10-31,6848000000.0,1254000000.0,1618000000.0,1312000000.0,291000000.0,1021000000.0,10532000000.0,5305000000.0,2769000000.0,1053000000.0,250000000.0,4.18
A,2023-10-31,6833000000.0,1240000000.0,1350000000.0,1772000000.0,298000000.0,1474000000.0,10763000000.0,5845000000.0,2735000000.0,1590000000.0,265000000.0,4.19
A,2024-10-31,6510000000.0,1289000000.0,1488000000.0,1751000000.0,378000000.0,1373000000.0,11846000000.0,5898000000.0,3390000000.0,1329000000.0,274000000.0,4.43
A,2025-10-31,6948000000.0,1303000000.0,1479000000.0,1559000000.0,407000000.0,1152000000.0,12727000000.0,6741000000.0,3354000000.0,1789000000.0,282000000.0,4.57
AAPL,2020-09-26,274515000000.0,57411000000.0,66288000000.0,80674000000.0,7309000000.0,73365000000.0,323888000000.0,65339000000.0,107440000000.0,38016000000.0,14081000000.0,3.27
AAPL,2021-09-25,365817000000.0,94680000000.0,108949000000.0,104038000000.0,11085000000.0,92953000000.0,351002000000.0,63090000000.0,118719000000.0,34940000000.0,14467000000.0,5.61
AAPL,2022-09-24,394328000000.0,99803000000.0,119437000000.0,122151000000.0,10708000000.0,111443000000.0,352755000000.0,50672000000.0,110087000000.0,23646000000.0,14841000000.0,6.11
AAPL,2023-09-30,383285000000.0,96995000000.0,114301000000.0,110543000000.0,10959000000.0,99584000000.0,352583000000.0,62146000000.0,105103000000.0,29965000000.0,15025000000.0,6.13
AAPL,2024-09-28,391035000000.0,93736000000.0,123216000000.0,118254000000.0,9447000000.0,108807000000.0,364980000000.0,56950000000.0,96662000000.0,29943000000.0,15234000000.0,6.08
AAPL,2025-09-27,416161000000.0,112010000000.0,133050000000.0,111482000000.0,12715000000.0,98767000000.0,359241000000.0,73733000000.0,90678000000.0,35934000000.0,15421000000.0,7.46
ABBV,2020-12-31,45804000000.0,4616000000.0,11363000000.0,17588000000.0,798000000.0,16790000000.0,150565000000.0,13076000000.0,77588000000.0,8449000000.0,7716000000.0,2.86
ABBV,2021-12-31,56197000000.0,11542000000.0,17924000000.0,22777000000.0,787000000.0,21990000000.0,146529000000.0,15408000000.0,64203000000.0,9746000000.0,9261000000.0,6.45
ABBV,2022-12-31,58054000000.0,11836000000.0,18117000000.0,24943000000.0,695000000.0,24248000000.0,138805000000.0,17254000000.0,59136000000.0,9201000000.0,10043000000.0,6.609999999999999
ABBV,2023-12-31,54318000000.0,4863000000.0,12757000000.0,22839000000.0,777000000.0,22062000000.0,134711000000.0,10360000000.0,52194000000.0,12814000000.0,10539000000.0,2.73
ABBV,2024-12-31,56334000000.0,4278000000.0,9137000000.0,18806000000.0,974000000.0,17832000000.0,135161000000.0,3325000000.0,60340000000.0,5524000000.0,11025000000.0,2.4
ABBV,2025-12-31,61160000000.0,4226000000.0,15075000000.0,19030000000.0,1214000000.0,17816000000.0,133960000000.0,-3270000000.0,61440000000.0,5229000000.0,11657000000.0,2.36
ABNB,2020-12-31,3378000000.0,-4585000000.0,-3590000000.0,-740000000.0,37000000.0,-777000000.0,10491499000.0,2901000000.0,1825562000.0,5480557000.0,,-16.12
ABNB,2021-12-31,5992000000.0,-352034000.0,429000000.0,2313000000.0,25000000.0,2288000000.0,13708000000.0,4775000000.0,1983000000.0,6067000000.0,,-0.57
ABNB,2022-12-31,8399000000.0,1893105000.0,1802000000.0,3430000000.0,25000000.0,3405000000.0,16038000000.0,5560000000.0,1987000000.0,7378000000.0,,2.79
ABNB,2023-12-31,9917000000.0,4791795000.0,1518000000.0,3884000000.0,,,20645000000.0,8165000000.0,1991000000.0,6874000000.0,,7.24
ABNB,2024-12-31,11102000000.0,2648349000.0,2553000000.0,4518000000.0,,,20959000000.0,8412000000.0,1995000000.0,6864000000.0,,4.11
ABNB,2025-12-31,12241000000.0,2511277000.0,2544000000.0,4646000000.0,,,22208000000.0,8199000000.0,1999000000.0,6560000000.0,,4.03
ABT,2020-12-31,34608000000.0,4495000000.0,5357000000.0,7901000000.0,2177000000.0,5724000000.0,72548000000.0,32784000000.0,18534000000.0,6838000000.0,2560000000.0,2.5
ABT,2021-12-31,43075000000.0,7071000000.0,8425000000.0,10533000000.0,1885000000.0,8648000000.0,75196000000.0,35802000000.0,18050000000.0,9799000000.0,3202000000.0,3.94
ABT,2022-12-31,43653000000.0,6933000000.0,8362000000.0,9581000000.0,1777000000.0,7804000000.0,74438000000.0,36686000000.0,16773000000.0,9882000000.0,3309000000.0,3.91
ABT,2023-12-31,40109000000.0,5723000000.0,6478000000.0,7261000000.0,2202000000.0,5059000000.0,73214000000.0,38603000000.0,14679000000.0,6896000000.0,3556000000.0,3.26
ABT,2024-12-31,41950000000.0,13402000000.0,6825000000.0,8558000000.0,2207000000.0,6351000000.0,81414000000.0,47664000000.0,14125000000.0,7616000000.0,3836000000.0,7.64
ABT,2025-12-31,44328000000.0,6524000000.0,8053000000.0,9566000000.0,2171000000.0,7395000000.0,86713000000.0,52130000000.0,12929000000.0,8522000000.0,4116000000.0,3.72
ACGL,2020-12-31,8508509000.0,1405521000.0,1577549000.0,2886505000.0,39872000.0,2846633000.0,43282297000.0,13105886000.0,,906448000.0,,3.33
ACGL,2021-12-31,9248000000.0,2157000000.0,2368000000.0,3425000000.0,41000000.0,3384000000.0,45101000000.0,13546000000.0,,859000000.0,,5.23
ACGL,2022-12-31,9613000000.0,1476000000.0,1562000000.0,3816000000.0,50000000.0,3766000000.0,47990000000.0,12910000000.0,,855000000.0,,3.8
ACGL,2023-12-31,13634000000.0,4443000000.0,3570000000.0,5749000000.0,52000000.0,5697000000.0,58906000000.0,18353000000.0,,917000000.0,,11.62
ACGL,2024-12-31,17440000000.0,4312000000.0,4674000000.0,6673000000.0,51000000.0,6622000000.0,70906000000.0,20820000000.0,,979000000.0,,11.19
ACGL,2025-12-31,19929000000.0,4399000000.0,5159000000.0,6172000000.0,44000000.0,6128000000.0,79241000000.0,24206000000.0,,993000000.0,,11.6
ACN,2020-08-31,44327039000.0,5107839000.0,6513644000.0,8215152000.0,599132000.0,7616020000.0,37078593000.0,17000536000.0,61872000.0,8415330000.0,2037733000.0,7.89
ACN,2021-08-31,50533389000.0,5906809000.0,7621529000.0,8975148000.0,580132000.0,8395016000.0,43175843000.0,19529454000.0,65553000.0,8168174000.0,2236094000.0,9.15
ACN,2022-08-31,61594305000.0,6877169000.0,9367181000.0,9541129000.0,717998000.0,8823131000.0,47263390000.0,22106097000.0,55068000.0,7889833000.0,2457306000.0,10.71
ACN,2023-08-31,64111745000.0,6871557000.0,8809889000.0,9524268000.0,528172000.0,8996096000.0,51245305000.0,25692839000.0,147903000.0,9045032000.0,,10.77
ACN,2024-08-31,64896464000.0,7264787000.0,9595847000.0,9131027000.0,516509000.0,8614518000.0,55932363000.0,28288646000.0,1024857000.0,5004469000.0,,11.43
ACN,2025-08-31,69672977000.0,7678433000.0,10225664000.0,11474399000.0,600039000.0,10874360000.0,65394897000.0,31195446000.0,5148653000.0,11478729000.0,,12.15
ADBE,2020-11-27,12868000000.0,5260000000.0,4237000000.0,5727000000.0,419000000.0,5308000000.0,24284000000.0,13264000000.0,4117000000.0,4478000000.0,,10.84
ADBE,2021-12-03,15785000000.0,4822000000.0,5802000000.0,7230000000.0,348000000.0,6882000000.0,27241000000.0,14797000000.0,4123000000.0,3844000000.0,,10.02
ADBE,2022-12-02,17606000000.0,4756000000.0,6098000000.0,7838000000.0,442000000.0,7396000000.0,27165000000.0,14051000000.0,4129000000.0,4236000000.0,,10.1
ADBE,2023-12-01,19409000000.0,5428000000.0,6650000000.0,7302000000.0,360000000.0,6942000000.0,29779000000.0,16518000000.0,3634000000.0,7141000000.0,,11.82
ADBE,2024-11-29,21505000000.0,5560000000.0,6741000000.0,8056000000.0,183000000.0,7873000000.0,30230000000.0,14105000000.0,5628000000.0,7613000000.0,,12.36
ADBE,2025-11-28,23769000000.0,7130000000.0,8706000000.0,10031000000.0,179000000.0,9852000000.0,29496000000.0,11623000000.0,6210000000.0,5431000000.0,,16.7
ADI,2020-10-31,5603056000.0,1220761000.0,1498244000.0,2008487000.0,165692000.0,1842795000.0,21468603000.0,11997945000.0,0.0,1055860000.0,886155000.0,3.2799999999999994
ADI,2021-10-30,7318286000.0,1390422000.0,1692201000.0,2735069000.0,343676000.0,2391393000.0,52322071000.0,37992542000.0,7293528000.0,1977964000.0,1109344000.0,3.46
ADI,2022-10-29,12013953000.0,2748561000.0,3278700000.0,4475402000.0,699308000.0,3776094000.0,50302350000.0,36465323000.0,6548625000.0,1470572000.0,1544552000.0,5.25
ADI,2023-10-28,12305539000.0,3314579000.0,3823112000.0,4817634000.0,1261463000.0,3556171000.0,48794478000.0,35565122000.0,6401509000.0,958061000.0,1679106000.0,6.55
ADI,2024-11-02,9427157000.0,1635273000.0,2032798000.0,3852529000.0,730463000.0,3122066000.0,48228277000.0,35176317000.0,7033949000.0,1991342000.0,1795459000.0,3.28
ADI,2025-11-01,11019707000.0,2267342000.0,2932496000.0,4812202000.0,533552000.0,4278650000.0,47992712000.0,33815755000.0,8145066000.0,2499406000.0,1924413000.0,4.56
ADM,2020-12-31,64355000000.0,1772000000.0,1883000000.0,-2386000000.0,823000000.0,-3209000000.0,49719000000.0,20022000000.0,7887000000.0,666000000.0,809000000.0,3.15
ADM,2021-12-31,85249000000.0,2709000000.0,3313000000.0,6595000000.0,1169000000.0,5426000000.0,56136000000.0,22508000000.0,8581000000.0,943000000.0,834000000.0,4.79
ADM,2022-12-31,27606000000.0,4340000000.0,5233000000.0,3478000000.0,1319000000.0,2159000000.0,59774000000.0,24317000000.0,8677000000.0,1037000000.0,899000000.0,7.710000000000001
ADM,2023-12-31,25691000000.0,3483000000.0,4294000000.0,4460000000.0,1494000000.0,2966000000.0,54631000000.0,24145000000.0,8260000000.0,1368000000.0,977000000.0,6.4
ADM,2024-12-31,24373000000.0,1800000000.0,2255000000.0,2790000000.0,1563000000.0,1227000000.0,53271000000.0,22178000000.0,8254000000.0,611000000.0,985000000.0,3.65
ADM,2025-12-31,24956000000.0,1078000000.0,1255000000.0,5452000000.0,1248000000.0,4204000000.0,52389000000.0,22740000000.0,7612000000.0,1015000000.0,987000000.0,2.23
ADP,2021-06-30,15005400000.0,2598500000.0,3361200000.0,3093300000.0,,,48772500000.0,5670100000.0,2986200000.0,2575200000.0,1575500000.0,6.07
ADP,2022-06-30,16498300000.0,2948900000.0,3804100000.0,3099500000.0,,,63068200000.0,3225300000.0,2988300000.0,1436300000.0,1659000000.0,7.0
ADP,2023-06-30,18012200000.0,3412000000.0,4437600000.0,4207600000.0,,,50971000000.0,3509100000.0,2990200000.0,2083500000.0,1903600000.0,8.21
ADP,2024-06-30,19202600000.0,3752000000.0,4872300000.0,4157600000.0,,,54362700000.0,4547600000.0,2992400000.0,2913400000.0,2183100000.0,9.1
ADP,2025-06-30,20560900000.0,4079700000.0,5310100000.0,4939700000.0,,,53369300000.0,6188000000.0,3975700000.0,3347800000.0,2398900000.0,9.98
ADP,2026-06-30,21947400000.0,4413500000.0,5730300000.0,5441200000.0,,,63193300000.0,6031200000.0,4965100000.0,4230100000.0,2626300000.0,10.94
ADSK,2021-01-31,3790000000.0,1208000000.0,629000000.0,1437000000.0,91000000.0,1346000000.0,7279800000.0,965000000.0,1650000000.0,1772200000.0,0.0,5.43
ADSK,2022-01-31,4386000000.0,497000000.0,618000000.0,1531000000.0,56000000.0,1475000000.0,8607000000.0,849000000.0,3000000000.0,1528000000.0,0.0,2.24
ADSK,2023-01-31,5005000000.0,823000000.0,989000000.0,2071000000.0,40000000.0,2031000000.0,9438000000.0,1145000000.0,2300000000.0,1947000000.0,0.0,3.78
ADSK,2024-01-31,5497000000.0,906000000.0,1128000000.0,1313000000.0,31000000.0,1282000000.0,9912000000.0,1855000000.0,2300000000.0,1892000000.0,0.0,4.19
ADSK,2025-01-31,6131000000.0,1112000000.0,1354000000.0,1607000000.0,40000000.0,1567000000.0,10833000000.0,2621000000.0,2600000000.0,1599000000.0,0.0,5.12
ADSK,2026-01-31,7206000000.0,1124000000.0,1578000000.0,2452000000.0,43000000.0,2409000000.0,12467000000.0,3045000000.0,2500000000.0,2249000000.0,,5.23
AEE,2020-12-31,5794000000.0,871000000.0,1300000000.0,1727000000.0,3233000000.0,-1506000000.0,32030000000.0,8938000000.0,11086000000.0,139000000.0,494000000.0,3.5
AEE,2021-12-31,6394000000.0,990000000.0,1333000000.0,1661000000.0,3479000000.0,-1818000000.0,35735000000.0,9700000000.0,13067000000.0,8000000.0,565000000.0,3.84
AEE,2022-12-31,7957000000.0,1074000000.0,1515000000.0,2263000000.0,3351000000.0,-1088000000.0,37904000000.0,10508000000.0,14025000000.0,10000000.0,610000000.0,4.14
AEE,2023-12-31,7500000000.0,1152000000.0,1558000000.0,2564000000.0,3597000000.0,-1033000000.0,40830000000.0,11349000000.0,15970000000.0,25000000.0,662000000.0,4.38
AEE,2024-12-31,7623000000.0,1182000000.0,1516000000.0,2763000000.0,4319000000.0,-1556000000.0,44598000000.0,12114000000.0,17579000000.0,7000000.0,714000000.0,4.42
AEE,2025-12-31,8799000000.0,1456000000.0,2026000000.0,3353000000.0,4128000000.0,-775000000.0,48476000000.0,13401000000.0,19187000000.0,13000000.0,768000000.0,5.35
AEP,2020-12-31,14918500000.0,2200100000.0,2987700000.0,3832900000.0,0.0,3832900000.0,80757200000.0,20550900000.0,31072500000.0,392700000.0,1424900000.0,4.42
AEP,2021-12-31,16792000000.0,2488100000.0,3411300000.0,3839900000.0,,,87668700000.0,22433200000.0,34557600000.0,403400000.0,-1519500000.0,4.96
AEP,2022-12-31,19391700000.0,2307200000.0,3482700000.0,5288000000.0,,,93403300000.0,23893400000.0,36801000000.0,509400000.0,1645200000.0,4.49
AEP,2023-12-31,19456000000.0,2208000000.0,3556000000.0,5012000000.0,155000000.0,4857000000.0,96684000000.0,25246700000.0,40143200000.0,330100000.0,1752000000.0,4.24
AEP,2024-12-31,19970000000.0,2967000000.0,4304000000.0,6804000000.0,399000000.0,6405000000.0,103078000000.0,26944000000.0,42643000000.0,203000000.0,1898000000.0,5.58
AEP,2025-12-31,21702000000.0,3580000000.0,5319000000.0,6944000000.0,3453000000.0,3491000000.0,114460000000.0,31138000000.0,47322000000.0,197000000.0,2008000000.0,6.66
AES,2020-12-31,9660000000.0,46000000.0,-192000000.0,2755000000.0,1900000000.0,855000000.0,34603000000.0,2634000000.0,81000000.0,1089000000.0,381000000.0,0.06999999999999998
AES,2021-12-31,11141000000.0,-409000000.0,644000000.0,1902000000.0,2116000000.0,-214000000.0,32963000000.0,2798000000.0,134000000.0,943000000.0,401000000.0,-0.65
AES,2022-12-31,12617000000.0,-546000000.0,96000000.0,2715000000.0,4551000000.0,-1836000000.0,38363000000.0,2437000000.0,175000000.0,1374000000.0,422000000.0,-0.8700000000000001
AES,2023-12-31,12668000000.0,249000000.0,104000000.0,3034000000.0,7724000000.0,-4690000000.0,44799000000.0,2488000000.0,270000000.0,1426000000.0,444000000.0,0.35
AES,2024-12-31,12278000000.0,1679000000.0,894000000.0,2752000000.0,7392000000.0,-4640000000.0,47406000000.0,3644000000.0,571000000.0,1524000000.0,483000000.0,2.36
AES,2025-12-31,12233000000.0,910000000.0,75000000.0,4306000000.0,5929000000.0,-1623000000.0,51768000000.0,4063000000.0,735000000.0,1382000000.0,501000000.0,1.26
AFL,2020-12-31,22147000000.0,4778000000.0,4416000000.0,5958000000.0,,,165086000000.0,33559000000.0,7899000000.0,5141000000.0,769000000.0,6.69
AFL,2021-12-31,21554000000.0,4231000000.0,4934000000.0,5051000000.0,,,157542000000.0,17031000000.0,7956000000.0,5051000000.0,855000000.0,6.25
AFL,2022-12-31,19140000000.0,4418000000.0,4157000000.0,3879000000.0,,,131738000000.0,20140000000.0,7442000000.0,3943000000.0,979000000.0,6.8999999999999995
AFL,2023-12-31,18701000000.0,4659000000.0,5262000000.0,3190000000.0,,,126724000000.0,21985000000.0,7364000000.0,4306000000.0,966000000.0,7.75
AFL,2024-12-31,18927000000.0,5443000000.0,6417000000.0,2707000000.0,,,117566000000.0,26098000000.0,7498000000.0,6229000000.0,1087000000.0,9.63
AFL,2025-12-31,17164000000.0,3646000000.0,4533000000.0,2555000000.0,,,116470000000.0,29490000000.0,8409000000.0,6245000000.0,1198000000.0,6.82
AIG,2020-12-31,43736000000.0,-5944000000.0,-7293000000.0,1038000000.0,353000000.0,685000000.0,586481000000.0,66362000000.0,37534000000.0,3230000000.0,1103000000.0,-6.88
AIG,2021-12-31,52157000000.0,10367000000.0,13347000000.0,6223000000.0,343000000.0,5880000000.0,596112000000.0,65956000000.0,30163000000.0,2427000000.0,1083000000.0,11.95
AIG,2022-12-31,29996000000.0,10227000000.0,3772000000.0,4134000000.0,210000000.0,3924000000.0,522228000000.0,40970000000.0,28679000000.0,1571000000.0,982000000.0,12.94
AIG,2023-12-31,27938000000.0,3643000000.0,2867000000.0,6243000000.0,240000000.0,6003000000.0,539306000000.0,45351000000.0,10856000000.0,1573000000.0,997000000.0,6.08
AIG,2024-12-31,27251000000.0,-1404000000.0,3870000000.0,3273000000.0,,,161322000000.0,42521000000.0,8922000000.0,1372000000.0,1002000000.0,-2.0
AIG,2025-12-31,26775000000.0,3096000000.0,3879000000.0,3314000000.0,,,161254000000.0,41139000000.0,9191000000.0,1345000000.0,976000000.0,5.43
AIZ,2020-12-31,9597600000.0,440800000.0,578100000.0,1342000000.0,121200000.0,1220800000.0,44649900000.0,5951400000.0,,2207600000.0,154600000.0,6.890000000000001
AIZ,2021-12-31,10187600000.0,1361800000.0,771300000.0,781700000.0,187400000.0,594300000.0,33920600000.0,5464100000.0,,2040800000.0,157600000.0,22.75
AIZ,2022-12-31,10193000000.0,276600000.0,349900000.0,596900000.0,186300000.0,410600000.0,33117300000.0,4228700000.0,,1536700000.0,150200000.0,5.01
AIZ,2023-12-31,11131600000.0,642500000.0,806800000.0,1138100000.0,202500000.0,935600000.0,33635200000.0,4809500000.0,,1627400000.0,152300000.0,11.95
AIZ,2024-12-31,11877500000.0,760200000.0,927300000.0,1332700000.0,221300000.0,1111400000.0,35020600000.0,5106700000.0,,1807700000.0,155900000.0,14.46
AIZ,2025-12-31,12814300000.0,872700000.0,1087400000.0,1833900000.0,235500000.0,1598400000.0,36289600000.0,5871600000.0,,1834100000.0,168400000.0,16.93
AJG,2020-12-31,7003600000.0,818800000.0,870900000.0,1807100000.0,99300000.0,1707800000.0,22331400000.0,6186200000.0,4341000000.0,664600000.0,347400000.0,4.2
AJG,2021-12-31,8209400000.0,906800000.0,975100000.0,1392400000.0,128600000.0,1263800000.0,33236100000.0,8508400000.0,6055200000.0,402600000.0,392000000.0,4.37
AJG,2022-12-31,8550600000.0,1114200000.0,1327000000.0,1390000000.0,182700000.0,1207300000.0,38358400000.0,9143600000.0,5872800000.0,738400000.0,429500000.0,5.1899999999999995
AJG,2023-12-31,10072000000.0,970000000.0,1185000000.0,2032000000.0,194000000.0,1838000000.0,51616000000.0,10775300000.0,7676000000.0,971000000.0,474000000.0,4.42
AJG,2024-12-31,11555000000.0,1463000000.0,1875000000.0,2583000000.0,142000000.0,2441000000.0,64255000000.0,20154000000.0,12932000000.0,14987000000.0,525000000.0,6.5
AJG,2025-12-31,13942000000.0,1494000000.0,1871000000.0,1930000000.0,145000000.0,1785000000.0,70665000000.0,23321000000.0,12744000000.0,1396000000.0,667000000.0,5.74
AKAM,2020-12-31,3198149000.0,557054000.0,658534000.0,1215000000.0,514313000.0,700687000.0,7764130000.0,4251296000.0,1906707000.0,352917000.0,,3.36
AKAM,2021-12-31,3461223000.0,651642000.0,783148000.0,1404563000.0,328969000.0,1075594000.0,8138673000.0,4530014000.0,1976167000.0,536725000.0,,3.9299999999999997
AKAM,2022-12-31,3616654000.0,523672000.0,676274000.0,1274676000.0,241266000.0,1033410000.0,8303400000.0,4360187000.0,2285258000.0,542337000.0,,3.27
AKAM,2023-12-31,3811920000.0,547629000.0,637338000.0,1348439000.0,457909000.0,890530000.0,9900037000.0,4597155000.0,3538229000.0,489468000.0,,3.52
AKAM,2024-12-31,3991168000.0,504918000.0,533411000.0,1519171000.0,390433000.0,1128738000.0,10368785000.0,4878357000.0,3545811000.0,517707000.0,,3.27
AKAM,2025-12-31,4208175000.0,452031000.0,566944000.0,1518765000.0,507786000.0,1010979000.0,11479643000.0,4977371000.0,4105355000.0,930231000.0,,3.07
ALB,2020-12-31,3128909000.0,375764000.0,505812000.0,798914000.0,850477000.0,-51563000.0,10450946000.0,4268227000.0,3572058000.0,746724000.0,161818000.0,3.52
ALB,2021-12-31,3327957000.0,123672000.0,798434000.0,344257000.0,953667000.0,-609410000.0,10974118000.0,5625266000.0,2394239000.0,439272000.0,177853000.0,1.06
ALB,2022-12-31,7320104000.0,2689816000.0,2470061000.0,1912416000.0,1261646000.0,650770000.0,15456522000.0,7982627000.0,3217100000.0,1499142000.0,184429000.0,22.84
ALB,2023-12-31,9617203000.0,1573476000.0,251881000.0,1326583000.0,2154542000.0,-827959000.0,18270652000.0,9412180000.0,4166763000.0,889900000.0,187188000.0,13.360000000000001
ALB,2024-12-31,5377526000.0,-1179449000.0,-1776545000.0,687876000.0,1680529000.0,-992653000.0,16609649000.0,9961517000.0,3516165000.0,1192230000.0,188530000.0,-11.2
ALB,2025-12-31,5142733000.0,-510628000.0,-367084000.0,1282267000.0,589801000.0,692466000.0,16374211000.0,9533365000.0,3193541000.0,1618001000.0,190530000.0,-5.76
ALGN,2020-12-31,2471941000.0,1775888000.0,387171000.0,662174000.0,154916000.0,507258000.0,4829683000.0,3233865000.0,,960843000.0,,22.41
ALGN,2021-12-31,3952584000.0,772000000.0,976400000.0,1172544000.0,401098000.0,771446000.0,5942110000.0,3622714000.0,,1099370000.0,,9.69
ALGN,2022-12-31,3734635000.0,362000000.0,642595000.0,568732000.0,291900000.0,276832000.0,5947947000.0,3601358000.0,,942050000.0,,4.61
ALGN,2023-12-31,3862260000.0,445000000.0,643338000.0,785776000.0,177716000.0,608060000.0,6083877000.0,3630489000.0,,937438000.0,,5.81
ALGN,2024-12-31,3999012000.0,421000000.0,607628000.0,738231000.0,115580000.0,622651000.0,6214600000.0,3851985000.0,,1043887000.0,,5.62
ALGN,2025-12-31,4034964000.0,410000000.0,545755000.0,593223000.0,102445000.0,490778000.0,6233693000.0,4049147000.0,,1094908000.0,,5.65
ALL,2020-12-31,41909000000.0,5576000000.0,,5491000000.0,308000000.0,5183000000.0,125987000000.0,30217000000.0,7825000000.0,311000000.0,668000000.0,17.48
ALL,2021-12-31,50601000000.0,1485000000.0,,5116000000.0,345000000.0,4771000000.0,99440000000.0,24944000000.0,7976000000.0,763000000.0,885000000.0,5.1
ALL,2022-12-31,51411000000.0,-1416000000.0,,5121000000.0,420000000.0,4701000000.0,97989000000.0,17488000000.0,7964000000.0,736000000.0,926000000.0,-5.25
ALL,2023-12-31,57094000000.0,-316000000.0,-348000000.0,4228000000.0,267000000.0,3961000000.0,103362000000.0,17770000000.0,7942000000.0,722000000.0,925000000.0,-1.2400000000000004
ALL,2024-12-31,64106000000.0,4550000000.0,5761000000.0,8931000000.0,210000000.0,8721000000.0,111617000000.0,21442000000.0,8085000000.0,704000000.0,962000000.0,16.990000000000002
ALL,2025-12-31,67685000000.0,10165000000.0,13156000000.0,10110000000.0,228000000.0,9882000000.0,119758000000.0,30610000000.0,7490000000.0,678000000.0,1036000000.0,38.19
ALLE,2020-12-31,2719900000.0,314300000.0,403500000.0,490300000.0,47100000.0,443200000.0,3069400000.0,829400000.0,1429600000.0,480400000.0,117300000.0,3.3900000000000006
ALLE,2021-12-31,2867400000.0,483300000.0,530200000.0,488600000.0,45400000.0,443200000.0,3051000000.0,759100000.0,1442100000.0,397900000.0,129000000.0,5.34
ALLE,2022-12-31,3271900000.0,458300000.0,586400000.0,459500000.0,64000000.0,395500000.0,3991200000.0,941800000.0,2094500000.0,288000000.0,143900000.0,5.19
ALLE,2023-12-31,3650800000.0,540600000.0,708400000.0,600600000.0,84200000.0,516400000.0,4311500000.0,1318300000.0,2015000000.0,468100000.0,158700000.0,6.12
ALLE,2024-12-31,3772200000.0,597500000.0,780700000.0,675000000.0,92100000.0,582900000.0,4487800000.0,1500700000.0,1999500000.0,503800000.0,167000000.0,6.82
ALLE,2025-12-31,4067300000.0,643800000.0,859500000.0,783800000.0,98100000.0,685700000.0,5223700000.0,2067600000.0,1980100000.0,356200000.0,175300000.0,7.44
AMAT,2020-10-25,17202000000.0,3619000000.0,4365000000.0,3804000000.0,422000000.0,3382000000.0,22353000000.0,10578000000.0,5448000000.0,5351000000.0,787000000.0,3.92
AMAT,2021-10-31,23063000000.0,5888000000.0,6889000000.0,5442000000.0,668000000.0,4774000000.0,25825000000.0,12247000000.0,5452000000.0,4995000000.0,838000000.0,6.4
AMAT,2022-10-30,25785000000.0,6525000000.0,7788000000.0,5399000000.0,787000000.0,4612000000.0,26726000000.0,12194000000.0,5457000000.0,1995000000.0,873000000.0,7.44
AMAT,2023-10-29,26517000000.0,6856000000.0,7654000000.0,8700000000.0,1106000000.0,7594000000.0,30729000000.0,16349000000.0,5461000000.0,6132000000.0,975000000.0,8.11
AMAT,2024-10-27,27176000000.0,7177000000.0,7867000000.0,8677000000.0,1190000000.0,7487000000.0,34409000000.0,19001000000.0,6160000000.0,8022000000.0,1192000000.0,8.61
AMAT,2025-10-26,28368000000.0,6998000000.0,8289000000.0,7958000000.0,2260000000.0,5698000000.0,36299000000.0,20415000000.0,6455000000.0,7241000000.0,1384000000.0,8.66
AMCR,2023-06-30,14694000000.0,1048000000.0,1508000000.0,1261000000.0,526000000.0,735000000.0,17003000000.0,4026000000.0,6666000000.0,689000000.0,723000000.0,3.5249999999999995
AMCR,2023-09-30,10410000000.0,609000000.0,992000000.0,1615000000.0,601000000.0,1014000000.0,16587000000.0,3216000000.0,8981000000.0,989000000.0,127000000.0,3.2749999999999995
AMCR,2024-06-30,13640000000.0,730000000.0,1214000000.0,1321000000.0,492000000.0,829000000.0,16524000000.0,3881000000.0,6615000000.0,588000000.0,722000000.0,2.5199999999999996
AMCR,2024-09-28,10071000000.0,516000000.0,886000000.0,1405000000.0,484000000.0,921000000.0,16613000000.0,3608000000.0,7511000000.0,865000000.0,139000000.0,2.655
AMCR,2025-06-30,15009000000.0,511000000.0,1009000000.0,1390000000.0,580000000.0,810000000.0,37066000000.0,11728000000.0,13982000000.0,827000000.0,845000000.0,1.8050000000000002
AMCR,2026-06-30,23506000000.0,1106000000.0,1899000000.0,2151000000.0,922000000.0,1229000000.0,37095000000.0,11790000000.0,13997000000.0,1115000000.0,1195000000.0,2.38
AMD,2020-12-26,9763000000.0,2490000000.0,1369000000.0,1071000000.0,294000000.0,777000000.0,8962000000.0,5837000000.0,330000000.0,1595000000.0,,2.04
AMD,2021-12-25,16434000000.0,3162000000.0,3648000000.0,3521000000.0,301000000.0,3220000000.0,12419000000.0,7497000000.0,313000000.0,2535000000.0,,2.57
AMD,2022-12-31,23601000000.0,1320000000.0,1264000000.0,3565000000.0,450000000.0,3115000000.0,67580000000.0,54750000000.0,2467000000.0,4835000000.0,,0.84
AMD,2023-12-30,22680000000.0,854000000.0,401000000.0,1667000000.0,546000000.0,1121000000.0,67885000000.0,55892000000.0,2468000000.0,3933000000.0,,0.53
